Type,Name,Rating,Phone,Address,Website,Hours of Operation,Google Maps URL
convenience_store,The Odyssey Market,4.5,(403) 284-8679,"NN120 Senator Burns, 1301 16 Ave NW, Calgary, AB T2M 0L4, Canada",https://saitsa.com/odyssey,"[""Monday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",https://www.google.com/maps/place/?q=place_id:ChIJNY9WWpJvcVMRUgMfa5XIFBI
convenience_store,Shell,2.9,(403) 259-3350,"7014 Fairmount Dr SE, Calgary, AB T2H 0X4, Canada",https://find.shell.com/ca/fuel/10052562-fairmount-dr-farrell-dr,"[""Monday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJV3z2oftwcVMRVNVWwKVK1U0
convenience_store,7-Eleven,3.7,(403) 272-9694,"3725 30 Ave SE, Calgary, AB T2B 2C7, Canada",https://stores.7-eleven.ca/store/15547,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",https://www.google.com/maps/place/?q=place_id:ChIJLywI9Pp6cVMRNxxR8GWa_68
convenience_store,Circle K,4,(403) 295-3745,"8286 Centre St N, Calgary, AB T3K 1K5, Canada",https://www.circlek.com/ca/western/store-locator/CA/calgary/8286-center-street-north/0722117?utm_source=google&utm_medium=local&utm_campaign=google-local,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",https://www.google.com/maps/place/?q=place_id:ChIJmZRFqNdlcVMRzuLj4iaMNDA
department_store,Canadian Tire,4,(403) 278-4040,"9940 Macleod Trail SE, Calgary, AB T2J 3K9, Canada",https://www.canadiantire.ca/en/store-details/ab/calgary-southland-and-macleod-ab-313.html?utm_source=google&utm_medium=lss&utm_content=313,"[""Monday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJi0A1OzBxcVMRjFYvV_SrT3g
department_store,Canadian Tire,3.5,(403) 246-1961,"Richmond Square, 5200 Richmond Rd SW, Calgary, AB T3E 6M9, Canada",https://www.canadiantire.ca/en/store-details/ab/calgary-westhills-ab-302.html?utm_source=google&utm_medium=lss&utm_content=302,"[""Monday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJ_wM_OPxxcVMRFw1_eIKuqTk
department_store,Canadian Tire,3.8,(403) 226-9550,"388 Country Hills Blvd NE Unit 200, Calgary, AB T3K 5J6, Canada",https://www.canadiantire.ca/en/store-details/ab/calgary-country-hills-ab-496.html?utm_source=google&utm_medium=lss&utm_content=496,"[""Monday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJg-UMUI1mcVMRV2wJC9ZKK-8
department_store,Hudson's Bay,4,(403) 262-0345,"200 8 Ave SW, Calgary, AB T2P 1B5, Canada",https://www.thebay.com/,"[""Monday: 9:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 9:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 9:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 9:30\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 9:30\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 9:30\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJAcSI3-ZvcVMRA5dDhe0TKnE
department_store,Canadian Tire,3.4,(403) 248-6400,"3516 8 Ave NE, Calgary, AB T2A 6K5, Canada",https://www.canadiantire.ca/en/store-details/ab/calgary-pacific-place-ab-326.html?utm_source=google&utm_medium=lss&utm_content=326,"[""Monday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJJ4lblyx7cVMR2dVb9b6vq1E
department_store,Canadian Tire,3.5,(403) 288-1100,"5404 Dalton Dr, Calgary, AB T3A 2C3, Canada",https://www.canadiantire.ca/en/store-details/ab/calgary-dalhousie-nw-ab-299.html?utm_source=google&utm_medium=lss&utm_content=299,"[""Monday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJYaiTkzlvcVMRa-E0q9ETSGE
department_store,HomeSense,4.3,(403) 288-2224,"3625 Shaganappi Trail NW, Calgary, AB T3A 0E2, Canada",https://www.homesense.ca/,"[""Monday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJG8E_WuJucVMRRNfp-B7UTY8
department_store,Walmart Supercentre,3.8,(403) 730-0990,"1110 57 Ave NE, Calgary, AB T2E 9B7, Canada",https://www.walmart.ca/en/stores-near-me/deerfoot-city-supercentre-ne-3013?utm_source=local&utm_medium=listings&utm_campaign=sc&cmpid=gmb,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJjfMlLk1kcVMRljLBtDnMgts
department_store,Walmart,3.4,(403) 247-8585,"5005 Northland Dr NW, Calgary, AB T2L 2K1, Canada",https://www.walmart.ca/en/stores-near-me/northland-store-3011?utm_source=local&utm_medium=listings&utm_campaign=sc&cmpid=gmb,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJN_yz1yh7cVMRXJaR0elyPWo
department_store,Walmart Supercentre,3.6,(403) 258-3988,"9650 Macleod Trail, Calgary, AB T2J 0P5, Canada",https://www.walmart.ca/en/stores-near-me/macleod-supercentre-3010?utm_source=local&utm_medium=listings&utm_campaign=sc&cmpid=gmb,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJf_Yqnz5vcVMR2Ch7zEgLec8
department_store,Walmart Supercentre,3.8,(403) 301-2051,"7979 11 St SE, Calgary, AB T2H 0A7, Canada",https://www.walmart.ca/en/stores-near-me/deerfoot-meadows-supercentre-se-1089?utm_source=local&utm_medium=listings&utm_campaign=sc&cmpid=gmb,"[""Monday: 8:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 8:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJmezhh-lwcVMRpqyrNryD0fA
department_store,Costco Wholesale,4.3,(403) 516-3701,"11588 Sarcee Trail NW, Calgary, AB T3R 0A1, Canada",https://www.costco.ca/warehouse-locations/calgary-AB-543.html?utm_term=KW&utm_campaign=Homepage&utm_medium=GMB&utm_source=Google&utm_content=Link,"[""Monday: 9:00\u202fAM\u2009\u2013\u20098:30\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20098:30\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20098:30\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20098:30\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20098:30\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJN2DAuYBocVMR68LZM_vgVsk
department_store,Walmart Supercentre,3.6,(403) 242-2205,"1212 37 Street SW, Calgary, AB T3C 1S3, Canada",https://www.walmart.ca/en/stores-near-me/westbrook-store-3009?utm_source=local&utm_medium=listings&utm_campaign=sc&cmpid=gmb,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJs5RqgzpxcVMRY7Gk_pvk0VI
department_store,Hudson's Bay,4.1,(403) 255-6121,"6455 Macleod Trail SW, Calgary, AB T2H 0L1, Canada",https://www.thebay.com/,"[""Monday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJsXQOEv9wcVMRQ9Ng0_97S5Y
department_store,Canadian Tire,3.9,(403) 295-2800,"910 57 Ave NE, Calgary, AB T2E 9B7, Canada",https://www.canadiantire.ca/en/store-details/ab/calgary-deerfoot-city-ne-ab-419.html?utm_source=google&utm_medium=lss&utm_content=419,"[""Monday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJi6TvHLZlcVMRaqkX2c9nREM
department_store,Hudson's Bay,3.9,(403) 232-1169,"2525 36 St NE, Calgary, AB T1Y 5S4, Canada",https://www.thebay.com/,"[""Monday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJO6KdOcVkcVMRcWH1CkS29OM
department_store,Hudson's Bay,4,(403) 278-9520,"100 Anderson Rd SE #002, Calgary, AB T2J 3V1, Canada",https://www.thebay.com/,"[""Monday: 12:00\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 12:00\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 12:00\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 12:00\u2009\u2013\u20096:00\u202fPM"", ""Friday: 12:00\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJ274wwct2cVMRbf24L0kFRyo
department_store,Canadian Tire,3.8,(403) 257-4729,"4155 126 Ave SE, Calgary, AB T2Z 0A1, Canada",https://www.canadiantire.ca/en/store-details/ab/calgary-mckenzie-towne-se-ab-637.html?utm_source=google&utm_medium=lss&utm_content=637,"[""Monday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJl9nW0wFwcVMR4xrjR0Mnw7w
department_store,Canadian Tire,3.9,(403) 201-2002,"250 Shawville Way SE, Calgary, AB T2Y 3J1, Canada",https://www.canadiantire.ca/en/store-details/ab/calgary-shawnessy-se-ab-462.html?utm_source=google&utm_medium=lss&utm_content=462,"[""Monday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJ47ca29d1cVMRNd7vBBnt4U4
department_store,HomeSense,4.4,(403) 252-8701,"8228 Macleod Trail SE #136, Calgary, AB T2H 2B5, Canada",https://www.homesense.ca/,"[""Monday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJ0dlAwR5xcVMRPUpR1c0wEXc
electronics_store,Best Buy,3.8,(866) 237-8289,"5111 Northland Dr NW Unit 350, Calgary, AB T2L 2J8, Canada",https://stores.bestbuy.ca/en-ca/ab/calgary/5111-northland-dr-nw-unit-350,"[""Monday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJz9sM0ThvcVMRyvm14-7HTIQ
electronics_store,Best Buy,3.8,(866) 237-8289,"350 Stewart Green SW, Calgary, AB T3H 3C8, Canada",https://stores.bestbuy.ca/en-ca/ab/calgary/350-stewart-green-sw,"[""Monday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJb2mqAgJycVMRCh11T9_VInQ
electronics_store,Visions Electronics,4,(403) 240-2296,"5675 Signal Hill Centre SW, Calgary, AB T3H 3P8, Canada",https://www.visions.ca/,"[""Monday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJY3_f0_1xcVMRTMatMaKxK8M
electronics_store,Best Buy,3.6,(866) 237-8289,"3319 26 Ave NE, Calgary, AB T1Y 6L4, Canada",https://stores.bestbuy.ca/en-ca/ab/calgary/3319-%E2%80%93-26th-avenue-ne,"[""Monday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJo6XxwNBkcVMR5ezFUsz3Z0A
electronics_store,Vistek Calgary,4.6,(403) 244-0333,"1231 10 Ave SW, Calgary, AB T3C 0J3, Canada",http://www.vistek.ca/,"[""Monday: 9:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",https://www.google.com/maps/place/?q=place_id:ChIJw5DQ2d1vcVMRIvvp1tI_pzk
electronics_store,Best Buy,3.8,(866) 237-8289,"8180 11 St SE Unit 300, Calgary, AB T2H 3B5, Canada",https://stores.bestbuy.ca/en-ca/ab/calgary/8180-11th-st-seunit-300,"[""Monday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJg7-EzNxwcVMRScQkgXGhrh0
electronics_store,Walmart Supercentre,3.8,(403) 730-0990,"1110 57 Ave NE, Calgary, AB T2E 9B7, Canada",https://www.walmart.ca/en/stores-near-me/deerfoot-city-supercentre-ne-3013?utm_source=local&utm_medium=listings&utm_campaign=sc&cmpid=gmb,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJjfMlLk1kcVMRljLBtDnMgts
electronics_store,Memory Express Computers Calgary North West,4.5,(403) 450-7360,"Dalhousie Station, 5005 Dalhousie Dr NW #167, Calgary, AB T3A 5R8, Canada",http://www.memoryexpress.com/,"[""Monday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJwUfi9jFvcVMRG81iQ-E7MOc
electronics_store,Walmart,3.4,(403) 247-8585,"5005 Northland Dr NW, Calgary, AB T2L 2K1, Canada",https://www.walmart.ca/en/stores-near-me/northland-store-3011?utm_source=local&utm_medium=listings&utm_campaign=sc&cmpid=gmb,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJN_yz1yh7cVMRXJaR0elyPWo
